id,name,lat,lng,alt,address,capacity,cross_street
1,"01 - C/ GRAN VIA CORTS CATALANES, 760",41.397952,2.180042,21,"01 - C/ GRAN VIA CORTS CATALANES, 760",30,
2,"02 - C/ ROGER DE FLOR, 126",41.39553,2.17706,21,"02 - C/ ROGER DE FLOR, 126",27,
3,"03 - C/ NÀPOLS, 82",41.394055,2.181299,22,"03 - C/ NÀPOLS, 82",27,
4,"04 - C/ RIBES, 13",41.39348,2.181555,21,"04 - C/ RIBES, 13",21,
5,"05 - PG. LLUIS COMPANYS, 11 (ARC TRIOMF)",41.391075,2.180223,16,"05 - PG. LLUIS COMPANYS, 11 (ARC TRIOMF)",38,
6,"06 - PG. LLUIS COMPANYS, 18  (ARC TRIOMF)",41.391349,2.18061,16,"06 - PG. LLUIS COMPANYS, 18  (ARC TRIOMF)",38,
7,"07 - PG. PUJADES,  1 (JUTJATS)",41.388856,2.183251,16,"07 - PG. PUJADES,  1 (JUTJATS)",26,
8,"08 - PG. PUJADES, 2",41.389088,2.183568,11,"08 - PG. PUJADES, 2",27,
9,"09 - AV. MARQUÉS DE L'ARGENTERA,13",41.384532,2.184921,11,"09 - AV. MARQUÉS DE L'ARGENTERA,13",26,
11,"11 - PG. MARITIM, 11 (DAVANT PL. BRUGADA)",41.381689,2.193914,1,"11 - PG. MARITIM, 11 (DAVANT PL. BRUGADA)",21,
12,"12 - PG. MARITIM, 23 (HOSPITAL DEL MAR)",41.384538,2.195679,0,"12 - PG. MARITIM, 23 (HOSPITAL DEL MAR)",26,
13,"13 - CARRER DE LA MARINA, 25-33",41.387985,2.19578,8,"13 - CARRER DE LA MARINA, 25-33",54,
14,"14 - AV. MARQUÉS DE  L'ARGENTERA, 15",41.384675,2.185039,11,"14 - AV. MARQUÉS DE  L'ARGENTERA, 15",26,
15,"15 - C/ GIRONA, 68",41.394812,2.171189,40,"15 - C/ GIRONA, 68",21,
17,"17 - AV. MERIDIANA, 47 (ANNEXA A LA 16)",41.398237,2.186711,18,"17 - AV. MERIDIANA, 47 (ANNEXA A LA 16)",42,
18,"18 - C/ ROSSELLÓ, 453",41.406086,2.174167,49,"18 - C/ ROSSELLÓ, 453",27,
19,"19 - C/ ROSSELLÓ, 354",41.403282,2.170726,49,"19 - C/ ROSSELLÓ, 354",30,
20,"20 - C/ CARTAGENA, 308",41.410166,2.175759,59,"20 - C/ CARTAGENA, 308",18,
21,"21 - C/ SANT ANTONI MARIA CLARET, 214",41.410897,2.17402,59,"21 - C/ SANT ANTONI MARIA CLARET, 214",21,
22,"22 - C/ SARDENYA, 292",41.401684,2.17568,28,"22 - C/ SARDENYA, 292",19,
23,"23 - C/ BRUC, 45",41.392526,2.171812,42,"23 - C/ BRUC, 45",27,
24,"24 - C/ MARINA, 199",41.400659,2.179111,30,"24 - C/ MARINA, 199",30,
25,"25 - C/ BRUC, 102",41.395179,2.168294,42,"25 - C/ BRUC, 102",21,
26,"26 - C/ DOS DE MAIG, 230-232",41.407035,2.181981,28,"26 - C/ DOS DE MAIG, 230-232",18,
27,"27 - C/ PROVENÇA, 322",41.396897,2.164373,49,"27 - C/ PROVENÇA, 322",21,
28,"28 - C/ SARDENYA, 362",41.405422,2.17064,45,"28 - C/ SARDENYA, 362",15,
29,"29 - C/ PROVENÇA, 388-390",41.401132,2.170028,50,"29 - C/ PROVENÇA, 388-390",23,
30,"30 - AV. DIAGONAL, 231 AMB PADILLA",41.402046,2.182286,28,"30 - AV. DIAGONAL, 231 AMB PADILLA",21,
31,31 - PL. DEL MAR,41.37481,2.18895,1,31 - PL. DEL MAR,17,
32,32 - LA BARCELONETA (CN BARCELONETA),41.373698,2.188927,1,32 - LA BARCELONETA (CN BARCELONETA),27,
33,33 - C/ PONTEVEDRA / JUDICI,41.376862,2.190773,1,33 - C/ PONTEVEDRA / JUDICI,21,
34,"34 - C/ SANT PERE MÉS ALT, 4",41.387074,2.175247,16,"34 - C/ SANT PERE MÉS ALT, 4",21,
35,"35 - C/ SANT RAMON DE PENYAFORT, 1",41.413592,2.221153,1,"35 - C/ SANT RAMON DE PENYAFORT, 1",27,
36,"36 - AV. DE LA CATEDRAL, 6",41.385151,2.176804,16,"36 - AV. DE LA CATEDRAL, 6",21,
37,"37 - PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",41.381226,2.181888,5,"37 - PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",24,
39,39 - PL. PAU VILA ,41.381046,2.186576,1,39 - PL. PAU VILA ,43,
40,"40 - C/ DOCTOR AIGUADER, 2",41.382335,2.187093,1,"40 - C/ DOCTOR AIGUADER, 2",17,
41,41 - PL. POETA BOSCÀ/ATLÀNTIDA,41.379326,2.189906,1,41 - PL. POETA BOSCÀ/ATLÀNTIDA,19,
42,"42 - C/ CIUTAT DE GRANADA, 168 / AV. DIAGONAL",41.404511,2.189881,18,"42 - C/ CIUTAT DE GRANADA, 168 / AV. DIAGONAL",24,
44,"44 - AV. MERIDIANA, 66 ( COSTAT METRO GLORIES",41.402285,2.187111,18,"44 - AV. MERIDIANA, 66 ( COSTAT METRO GLORIES)",21,
45,"45 - C/ SARDENYA, 66",41.391429,2.189312,18,"45 - C/ SARDENYA, 66",27,
46,"46 - C/ RAMON TRIAS FARGAS, 19",41.388359,2.193004,1,"46 - C/ RAMON TRIAS FARGAS, 19",52,
47,"47 - C/ RAMON TRIAS FARGAS, 21",41.389831,2.191147,1,"47 - C/ RAMON TRIAS FARGAS, 21",47,
48,"48 - AV. MERIDIANA, 40",41.396085,2.187073,18,"48 - AV. MERIDIANA, 40",21,
49,"49 - C/ ROSA SENSAT, 20",41.39106,2.196457,1,"49 - C/ ROSA SENSAT, 20",20,
50,"50 - AV. PARAL.LEL, 54",41.375,2.17035,1,"50 - AV. PARAL.LEL, 54",18,
51,51 - PL. VICENÇ MARTORELL,41.384054,2.169019,32,51 - PL. VICENÇ MARTORELL,20,
53,53 - PL. CARLES PI I SUNYER,41.385227,2.173878,32,53 - PL. CARLES PI I SUNYER,21,
54,"54 - C/ SANT OLEGUER, 2",41.377635,2.170586,24,"54 - C/ SANT OLEGUER, 2",19,
55,"55 - LA RAMBLA, 80",41.381154,2.173497,24,"55 - LA RAMBLA, 80",19,
56,"56 - PORTAL DE SANTA MADRONA, 2-4",41.377011,2.175834,5,"56 - PORTAL DE SANTA MADRONA, 2-4",27,
57,"57 - RAMBLA, 2",41.376758,2.177093,5,"57 - RAMBLA, 2",25,
58,58 - PLAÇA DELS ÀNGELS ( MACBA ),41.382822,2.167154,24,58 - PLAÇA DELS ÀNGELS ( MACBA ),20,
59,59 - PLAÇA DELS ÀNGELS ( MACBA ),41.382781,2.167203,24,59 - PLAÇA DELS ÀNGELS ( MACBA ),21,
60,"60 - RAMBLA CATALUNYA, 47",41.390349,2.16424,41,"60 - RAMBLA CATALUNYA, 47",27,
61,"61 - RAMBLA CATALUNYA, 42",41.390143,2.164946,41,"61 - RAMBLA CATALUNYA, 42",26,
62,"62 - PL. CATALUNYA, 5",41.387142,2.168858,32,"62 - PL. CATALUNYA, 5",25,
63,"63 - PL. CATALUNYA, 7",41.38645,2.169463,32,"63 - PL. CATALUNYA, 7",27,
64,"64 - PL. CATALUNYA, 10-11 (RAMBLA)",41.387469,2.169048,32,"64 - PL. CATALUNYA, 10-11 (RAMBLA)",17,
65,"65 - PL. CATALUNYA, 10-11 (PG. DE GRACIA)",41.387678,2.169587,32,"65 - PL. CATALUNYA, 10-11 (PG. DE GRACIA)",21,
66,"66 - GRAN VIA DE LES CORTS CATALANES, 609 ",41.389097,2.167933,32,"66 - GRAN VIA DE LES CORTS CATALANES, 609 ",15,
67,"67 - C/ ROCAFORT, 214 / ROSSELLÓ",41.385012,2.145843,51,"67 - C/ ROCAFORT, 214 / ROSSELLÓ",23,
68,"68 - RAMBLA CATALUNYA, 133 /  CÒRSEGA",41.395364,2.157356,59,"68 - RAMBLA CATALUNYA, 133 /  CÒRSEGA",27,
69,"69 - CARRER DE LA MARINA, 25-33",41.38797,2.195801,8,"69 - CARRER DE LA MARINA, 25-33",20,
70,"70 - C/ COMTE URGELL, 23",41.380347,2.160695,35,"70 - C/ COMTE URGELL, 23",27,
71,"71 - C/ FLORIDABLANCA, 145",41.381931,2.162969,35,"71 - C/ FLORIDABLANCA, 145",21,
72,"72 - C/ PROVENÇA, 215",41.392716,2.158811,55,"72 - C/ PROVENÇA, 215",27,
73,"73 - C/ ENRIC GRANADOS, 93",41.392278,2.156183,59,"73 - C/ ENRIC GRANADOS, 93",27,
74,"74 - AV. JOSEP TARRADELLAS, 133",41.390062,2.143272,51,"74 - AV. JOSEP TARRADELLAS, 133",14,
75,"75 - AV. JOSEP TARRADELLAS, 58",41.385081,2.142868,51,"75 - AV. JOSEP TARRADELLAS, 58",20,
76,"76 - CÒRSEGA, 216",41.391751,2.153123,45,"76 - CÒRSEGA, 216",32,
78,78 - PL. UNIVERSITAT /  ARIBAU,41.3856691,2.1634139,41,78 - PL. UNIVERSITAT /  ARIBAU,26,
79,79 - PL.  UNIVERSITAT,41.3854435,2.1634297,41,79 - PL. UNIVERSITAT,24,
80,"80 - C/ ENRIC  GRANADOS, 35",41.390008,2.1599551,41,"80 - C/ ENRIC  GRANADOS, 35",21,
81,"81 - C/ VILAMARÍ,  61",41.3790058,2.1490856,44,"81 - C/ VILAMARÍ,  61",21,
82,"82 - C/ ROCAFORT, 72-74",41.3787972,2.1533895,40,"82 - C/ ROCAFORT, 72-74",33,
83,"83 - C/ COMTE BORRELL, 177",41.3840885,2.1537733,45,"83 - C/ COMTE BORRELL, 177",24,
84,"84 - C/ DEL COMTE D'URGELL, 75 B",41.3831216,2.1572314,35,"84 - C/ DEL COMTE D'URGELL, 75 B",27,
85,"85 - AV. PARAL·LEL, 146 BIS",41.3750672,2.159005,35,"85 - AV. PARAL·LEL, 146 BIS",24,
86,"86 - C/ VILADOMAT,  2",41.3752683,2.1630981,35,"86 - C/ VILADOMAT,  2",27,
87,"87 - C/ MALLORCA, 41-43",41.3832053,2.1486715,44,"87 - C/ MALLORCA, 41-43",21,
88,"88 - C/ LONDRES, 101-103",41.3935986,2.1506554,59,"88 - C/ LONDRES, 101-103",19,
89,"89 - C/ ROSSELLÓ,  101",41.388154,2.1503428,45,"89 - C/ ROSSELLÓ,  101",27,
90,"90 - C/ ROSSELLÓ, 108-110",41.3884249,2.1507832,45,"90 - C/ ROSSELLÓ, 108-110",18,
92,"92 - C / PROVENÇA, 241",41.3937852,2.1602704,50,"92 - C / PROVENÇA, 241",18,
93,"93 - GRAN VIA DE LES CORTS CATALANES, 375",41.3755595,2.1499725,40,"93 - GRAN VIA DE LES CORTS CATALANES, 375-385",23,
94,"94 - GRAN VIA DE LES CORTS CATALANES, 375",41.3755704,2.1500681,40,"94 - GRAN  VIA DE LES CORTS CATALANES, 375-385",24,
95,"95 - C/ TARRAGONA, 103-115",41.3766488,2.1476883,44,"95 - C/ TARRAGONA, 103-115",33,
96,"96 - GRAN VIA DE LES CORTS CATALANES,  361",41.3742316,2.1483861,61,"96 - GRAN VIA DE LES CORTS CATALANES, 361",21,
97,"97 - C/ TARRAGONA, 141",41.3782369,2.145503,44,"97 - C/ TARRAGONA, 141",21,
98,"98 - C/ VIRIAT, 43",41.3803803,2.1409726,44,"98 - C/ VIRIAT, 43",21,
99,"99 - C/ VIRIAT,  53",41.380632,2.141548,44,"99 - C/ VIRIAT,  53",21,
100,"100 - C/ TARRAGONA,  159-173",41.3791661,2.1440132,44,"100 - C/ TARRAGONA,  159-173",22,
101,"101 - AV. DIAGONAL,  602",41.3927878,2.1434059,69,"101 - AV. DIAGONAL,  602",24,
102,"102 - AV. DIAGONAL,  612",41.3922519,2.1420435,69,"102 - AV. DIAGONAL,  612",24,
103,"103 - C/ ARAGÓ, 629",41.4098264,2.1883486,17,"103 - C/ ARAGÓ, 629",21,
104,"104 - C/ VALÈNCIA,  621",41.4108567,2.1872941,17,"104 - C/ VALÈNCIA, 621",26,
105,"105 - PL. URQUINAONA, 9-10",41.389197,2.173555,32,"105 - PL. URQUINAONA, 9-10",21,
106,"106 - PL  JOANIC - C / BRUNIQUER, 59",41.4056,2.1623,59,"106 - PL  JOANIC - C / BRUNIQUER, 59",20,
107,"107 - TRAV. DE GRÀCIA, 92 / VIA AUGUSTA",41.3985611,2.1530513,59,"107 - TRAV. DE GRÀCIA, 92 / VIA AUGUSTA",20,
108,"108 - C / INDÚSTRIA, 10",41.4024328,2.1648503,59,"108 - C / INDÚSTRIA, 10",21,
109,"109 - C/ LONDRES,  53",41.390936,2.1474257,51,"109 - C/ LONDRES,  53",24,
110,"110 - AV. ROMA,  136",41.3857053,2.1547191,43,"110 - AV. ROMA,  136",21,
111,"111 - C/ CALÀBRIA,  137",41.3813141,2.1527471,41,"111 - C/ CALÀBRIA, 137",26,
112,"112 - C/ FLORIDABLANCA,  49",41.3776061,2.1572895,40,"112 - C/ FLORIDABLANCA, 49",20,
113,"113 - RONDA DE SANT PAU , 51",41.3774096,2.1648261,30,"113 - RONDA DE SANT PAU, 51",26,
114,"114 - PL. JEAN GENET,  1",41.3768334,2.1737389,24,"114 - PL. JEAN GENET,  1",20,
115,"115 - AV. MARQUÉS DE L'ARGENTERA,  3",41.3837312,2.1841477,1,"115 - AV. MARQUÉS DE L'ARGENTERA,  3",21,
116,"116 - C/ DEL DR. AIGUADER, 72 / PG. SALVAT",41.3839396,2.1916731,11,"116 - C/ DEL DR. AIGUADER, 72 / PG. SALVAT PAPASSEIT",27,
117,"117 - C/ ROSA SENSAT, 12",41.3907885,2.1969509,1,"117 - C/ ROSA SENSAT, 12",21,
118,"118 - C/ PUJADES,  3",41.3919909,2.1879553,18,"118 - C/ PUJADES,  3",27,
119,"119 - C/ SARDENYA,  178",41.3966226,2.1823944,21,"119 - C/ SARDENYA,  178",27,
120,"120 -  C/ LEPANT,  278",41.4045867,2.1765086,28,"120 - C/ LEPANT,  278",21,
121,"121 - C/ CASTILLEJOS, 258",41.4061885,2.1785208,28,"121 - C/ CASTILLEJOS, 258",21,
122,"122 - C/ NÀPOLS, 344",41.4053379,2.1660973,59,"122 - C/ NÀPOLS, 344",21,
123,"123 - C/ GIRONA, 142",41.398114,2.166828,45,"123 - C/ GIRONA, 142",21,
124,124 - C/ NOVA  BOCANA,41.3702482637018,2.1878125984221697,5,124 - C/ NOVA  BOCANA,27,
125,"125 - PG. MARíTIM, 31 B (ANNEXA A LA  12)",41.3844693,2.1955147,1,"125 - PG. MARíTIM, 31 B (ANNEXA A LA  12)",20,
126,126 - PG. DE COLOM /VIA LAIETANA,41.3806785,2.1817748,5,126 - PG. DE COLOM /VIA LAIETANA,23,
127,"127 - C/ ARAGÓ, 659 / NAVAS DE TOLOSA",41.4118718,2.1911494,17,"127 - C/ ARAGÓ, 659 /NAVAS DE TOLOSA",27,
128,"128 - RAMBLA DE GUIPÚSCOA, 43/FLUVIÀ",41.4154133,2.1964181,13,"128 - RAMBLA DE GUIPÚSCOA, 43/FLUVIÀ",28,
129,"129 - C/ MANSO, 46",41.3770515,2.1611378,35,"129 - C/ MANSO, 46",27,
130,"130 - RAMBLA DE GUIPÚSCOA, 103 / CANTÀBRIA",41.4198281,2.201574,9,"130 - RAMBLA DE GUIPÚSCOA, 103 /CANTÀBRIA",24,
131,"131 - RAMBLA  DE GUIPÚSCOA, 158/ CA N'OLIVA",41.422785,2.20594,9,"131 - RAMBLA  DE GUIPÚSCOA, 158/ CA N'OLIVA",26,
132,132 - PL. VALENTÍ ALMIRALL,41.4084554,2.1919802,13,132 - PL.VALENTÍ ALMIRALL,26,
133,"133 - GRAN VIA DE LES CORTS CATALANES,  902",41.4076602,2.1924881,16,"133 - GRAN VIA DE LES CORTS CATALANES, 902",16,
134,"134 - C/ BAC DE RODA, 157",41.4115934,2.1987619,10,"134 - C/ BAC DE RODA, 157",21,
135,"135 - GRAN VIA DE LES CORTS CATALANES,  981",41.4121316,2.1977579,13,"135 - GRAN VIA DE LES CORTS CATALANES,  981",21,
136,"136 - GRAN VIA DE LES CORTS CATALANES,  1062",41.4141813,2.2015894,9,"136 - GRAN VIA DE LES CORTS CATALANES,  1062",26,
137,"137 - GRAN VIA DE LES CORTS CATALANES , 1041",41.4144656,2.2014244,9,"137 - GRAN VIA DE LES CORTS CATALANES, 1041",24,
138,"138 - GRAN VIA DE LES CORTS CATALANES,  1118",41.416832,2.2053065,9,"138 - GRAN VIA DE LES CORTS CATALANES, 1118",21,
139,"139 - GRAN VIA DE LES CORTS CATALANES,  1131",41.4179241,2.2061937,9,"139 - GRAN VIA DE LES CORTS CATALANES,  1131",32,
140,"140 - C/ VILADOMAT,  122",41.3806648,2.15625,41,"140 - C/ VILADOMAT, 122",26,
141,"141 - GRAN VIA DE LES CORTS CATALANES ,  940",41.4090158,2.1946377,13,"141 - GRAN VIA DE LES CORTS CATALANES ,  940",32,
142,"142 - C/ SANCHO DE ÁVILA,  104 - C/ BADAJOZ",41.4005692,2.1923425,16,"142 - C/ SANCHO DE ÁVILA,  104 - C/ BADAJOZ",32,
143,"143 -C/ SANCHO DE ÁVILA, 170 / LLACUNA",41.4030725,2.1959541,16,"143 -C/ SANCHO DE ÁVILA, 170 / LLACUNA",27,
144,"144 - C/ CASTELLA,  28 / DIAGONAL",41.4057871,2.1975542,16,"144 - C/ CASTELLA,  28 / DIAGONAL",27,
145,"145 - C/ PERE IV,  301 / FLUVIÀ",41.4099066,2.2028356,9,"145 - C/ PERE IV,  301 / FLUVIÀ",26,
147,"147 - RAMBLA PRIM, 79",41.416018,2.212658,5,"147 - RAMBLA PRIM, 79",27,
148,"148 - RONDA SANT PAU, 79",41.378486,2.163404,12,"148 - RONDA SANT PAU, 79",23,
149,"149 - C/ PUJADES, 57B",41.395905,2.192958,11,"149 - C/ PUJADES, 57B",27,
150,"150 - C/ ESPRONCEDA, 124",41.406549,2.203112,10,"150 - C/ ESPRONCEDA, 124",26,
151,"151 - C/ PALLARS, 182",41.40065,2.19719,6,"151 - C/ PALLARS, 182",27,
152,"152 - C/ PUJADES, 121",41.39925,2.197421,11,"152 - C/ PUJADES, 121",27,
153,"153 - C/ PUJADES, 173/RAMBLA DEL POBLE NOU",41.401778,2.200769,10,"153 - C/ PUJADES, 173/RAMBLA DEL POBLE NOU",22,
154,"154 - C/ PUJADES, 191",41.402454,2.201656,10,"154 - C/ PUJADES, 191",32,
155,"155 - C/ PUJADES, 311/ FLUVIÀ",41.406977,2.207602,10,"155 - C/ PUJADES, 311/ FLUVIÀ",32,
156,"156 - C/ SELVA DE MAR, 46",41.409017,2.20881,5,"156 - C/ SELVA DE MAR, 46",27,
157,"157 - C/ LLULL, 465",41.412942,2.217994,0,"157 - C/ LLULL, 465",24,
158,"158 - RAMBLA DE PRIM, 19",41.411741,2.218546,1,"158 - RAMBLA DE PRIM, 19",27,
159,"159 - AV. DIAGONAL, 26",41.410882,2.216703,5,"159 - AV. DIAGONAL, 26",32,
160,"160 - AV. D'EDUARD MARISTANY, 1 /FORUM",41.411026,2.219377,1,"160 - AV. D'EDUARD MARISTANY, 1 /FORUM",33,
161,"161 - C/ RAMON TURRÓ, 91",41.395009,2.196308,11,"161 - C/ RAMON TURRÓ, 91",26,
162,"162 - C/ RAMON TURRÓ, 292",41.403908,2.208436,0,"162 - C/ RAMON TURRÓ, 292",27,
163,"163 - AV. ICÀRIA, 202",41.3942,2.20077,11,"163 - AV. ICÀRIA, 202",27,
164,"164 - C/ INDEPENDÈNCIA, 379",41.411901,2.177895,33,"164 - C/ INDEPENDÈNCIA, 379",26,
165,"165 - C/ DEL DOCTOR TRUETA, 222",41.399196,2.204253,0,"165 - C/ DEL DOCTOR TRUETA, 222",27,
167,"167 - C/ BAC DE RODA, 11",41.402561,2.210538,0,"167 - C/ BAC DE RODA, 11",21,
168,168 - SELVA DE MAR / PG. DEL TAULAT ,41.405358,2.213677,0,168 - SELVA DE MAR / PG. DEL TAULAT ,27,
170,"170 - AV.LITORAL, 40 (ANNEXA A LA 169)",41.389732,2.199934,1,"170 - AV.LITORAL, 40 (ANNEXA A LA 169)",53,
171,"171 - PG. MARÍTIM DE LA NOVA ICÀRIA, 83",41.391986,2.203699,0,"171 - PG. MARÍTIM DE LA NOVA ICÀRIA, 83",54,
173,"173 - AV.LITORAL, 84",41.398027,2.208982,0,"173 - AV.LITORAL, 84",27,
174,"174 - PG. DE GARCIA FÀRIA, 21/ESPRONCEDA",41.40061,2.210461,0,"174 - PG. DE GARCIA FÀRIA, 21/ESPRONCEDA",27,
175,"175 - C/ LLULL, 309",41.40666,2.20956,10,"175 - C/ LLULL, 309",27,
176,"176 - PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",41.402541,2.212641,0,"176 - PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",27,
177,"177 - C/ ROSSELLÓ, 557",41.411089,2.181119,0,"177 - C/ ROSSELLÓ, 557",27,
178,"178 - PG. DE GARCIA FÀRIA, 85",41.405389,2.216212,0,"178 - PG. DE GARCIA FÀRIA, 85",27,
179,"179 - PG. ZONA FRANCA, 244",41.363511,2.13677,48,"179 - PG. ZONA FRANCA, 244",15,
180,180 - GRAN VIA DE LES CORTS CATALANES/MOSSÈN ,41.36778,2.13926,50,180 - GRAN VIA DE LES CORTS CATALANES/MOSSÈN AMADEU OLLER,50,
182,"182 - GRAN VIA DE LES CORTS CATALANES, 273",41.371455,2.143882,61,"182 - GRAN VIA DE LES CORTS CATALANES, 273",27,
183,"183 - C/ GAVÀ, 1",41.372338,2.141875,61,"183 - C/ GAVÀ, 1",28,
184,"184 - C/ QUETZAL, 22-24",41.367504,2.134088,50,"184 - C/ QUETZAL, 22-24",27,
185,"185 - C/GAVÀ, 81",41.37046,2.138994,50,"185 - C/GAVÀ, 81",17,
186,"186 - C/CONSELL DE CENT, 6",41.375571,2.143812,0,"186 - C/CONSELL DE CENT, 6",26,
187,"187 - C/ DE SANT PAU, 89 - 97",41.376858,2.169811,24,"187 - C/ DE SANT PAU, 89 - 97",19,
188,188 - PG. SANT ANTONI /PL. SANTS,41.375802,2.135973,45,188 - PG. SANT ANTONI /PL. SANTS,27,
189,"189 - C/ BRUC, 130",41.396918,2.166163,50,"189 - C/ BRUC, 130",26,
190,"190 - AV. LITORAL, 72",41.39606,2.207803,0,"190 - AV. LITORAL, 72",29,
191,"191 - C/ ROCAFORT, 167",41.382564,2.149094,44,"191 - C/ ROCAFORT, 167",24,
192,"192 - C/ JOAN GÜELL, 50",41.378629,2.133467,40,"192 - C/ JOAN GÜELL, 50",20,
193,"193 - C/ FÍGOLS, 1",41.381311,2.128912,46,"193 - C/ FÍGOLS, 1",26,
194,"194 - C/ JOAN GÜELL, 98",41.381013,2.132319,40,"194 - C/ JOAN GÜELL, 98",24,
195,"195 - C/ VALLESPIR, 130",41.381888,2.135433,45,"195 - C/ VALLESPIR, 130",27,
196,"196 - C/ BERLÍN, 38",41.383241,2.139363,30,"196 - C/ BERLÍN, 38",27,
197,"197 - C/ GELABERT, 1",41.38712,2.141039,57,"197 - C/ GELABERT, 1",27,
198,"198 - C/ VALLESPIR, 194",41.38451,2.133617,58,"198 - C/ VALLESPIR, 194",27,
199,"199 - C/ MEJÍA LEQUERICA, 2",41.38182,2.126933,46,"199 - C/ MEJÍA LEQUERICA, 2",27,
200,"200 - C/ CAN BRUIXA, 1",41.383756,2.131273,60,"200 - C/ CAN BRUIXA, 1",23,
201,"201 - C/ NUMÀNCIA, 136",41.387787,2.134341,58,"201 - C/ NUMÀNCIA, 136",24,
202,"202 - C/ DE LES CORTS, 20",41.385331,2.128737,60,"202 - C/ DE LES CORTS, 20",27,
203,"203 - AV. DIAGONAL, 668",41.388742,2.128503,60,"203 - AV. DIAGONAL, 668",33,
204,"204 - AV. DIAGONAL, 664",41.388011,2.125593,60,"204 - AV. DIAGONAL, 664",33,
205,"205 - C/ EUROPA, 25",41.387465,2.130838,60,"205 - C/ EUROPA, 25",33,
206,"206 - AV. DIAGONAL, 650",41.389845,2.13284,60,"206 - AV. DIAGONAL, 650",33,
207,"207 - AV. DIAGONAL, 634",41.390828,2.136665,57,"207 - AV. DIAGONAL, 634",25,
208,"208 - AV. DIAGONAL, 630",41.391451,2.139116,57,"208 - AV. DIAGONAL, 630",33,
209,"209 - C/ DIPUTACIÓ, 200",41.385755,2.161004,41,"209 - C/ DIPUTACIÓ, 200",26,
210,"210 - C/ VILARDELL, 18",41.37453,2.142356,50,"210 - C/ VILARDELL, 18",27,
